date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),watt
20160814,29.9,26.1,35,0,3,1.3,340,24.8,75.1,997.1,1004.7,9.5,23.16,0,3.4,3.4,38.6,1091.222273
20160815,30,26.5,35.5,0,3.3,1.2,360,23.5,70.6,994.3,1001.9,8.9,22.99,0,6.8,5.4,38.8,1063.282144
20160816,29.9,26.1,35.5,0,3.1,1.3,320,21.9,64.1,993.7,1001.4,9,23.67,0,5.8,4.5,36.2,1084.628877
20160817,29.8,24.7,35.1,0,2.5,1.2,340,22.5,66.4,995.8,1003.5,11.1,23.53,0,3.9,1.8,39.2,1067.620115
20160818,29.7,25.3,34.8,0,6.4,1.4,90,23.5,70.6,997.9,1005.5,5.8,18.03,0,7.3,3.3,37.6,1101.088965
20160819,30.3,25,37.3,0,3.2,1.2,20,22.5,66.5,998.7,1006.3,9,23.54,0,6.1,3.3,39.6,1042.249603
20160820,31.2,26.2,37.6,0,4.7,2.2,110,20.8,56.4,998.3,1006,10.4,25.26,0,4.8,3.5,40.8,1070.158765
20160821,29.7,25.2,34.9,0,3.9,2.1,140,19.9,56.6,998.3,1006,9.6,21.44,0,3.3,2.8,35.4,1071.907318
20160822,30.3,24,36.7,0,2.8,1.1,320,21.4,61.5,998.3,1005.9,11.4,23.9,0,1.5,1.5,39.5,1076.526717
20160823,28.8,25.4,33.4,13.7,3.9,2.1,110,23.3,74.3,998.7,1006.4,5.1,14.69,0,7.4,5.3,33.9,1077.580549
20160824,28.9,23.7,34.5,0,3,1.3,340,21.4,66.8,999,1006.7,11.5,25.78,0,2.8,2.6,32,1069.785296
20160825,28.5,23.8,33.9,0,4.2,1.2,290,21.2,65.9,997.7,1005.4,8,18.45,0,5.1,3.9,30,1106.35492
20160826,22,19.1,27.4,17.2,5,2.1,140,19.1,84.4,1000.7,1008.6,0,3.15,0,8.5,4.5,24,1073.356875
20160827,22.6,18,27.9,0,5.5,2.3,90,15.1,63.9,1000.9,1008.8,4.8,16.7,0,7.4,5.8,23.1,1071.563619
20160828,20,17.8,24.5,3.7,3.7,1.8,360,16.6,81.8,996.7,1004.7,2.6,10.8,0,8.8,6.8,22.1,1070.527334
20160829,20.5,15.8,27.2,3.1,4.1,1.6,340,15.3,75.1,994.2,1002.1,9.9,22.85,0,4,4,24.7,1057.608151
20160830,19.6,16.6,22.6,0.6,3.9,1.7,270,16.4,82.6,985.9,993.8,2,6.9,0,7.3,6.5,20.8,1085.23166
20160831,21.8,17.6,24.8,3.6,5.5,3.2,270,16.5,72.9,985.7,993.5,1.7,10.55,0,8.9,7,20.8,1098.718409
20160901,26.6,22.9,31.5,0.7,6.6,3.1,180,18.8,64.3,993.8,1001.5,10.4,19.32,0,5,5,25.7,1153.127806
20160902,22.7,21.2,24.9,1.5,5.6,2.9,110,19.2,81,999.1,1007,2.4,9.84,0,8.5,5.6,25,1100.679274
20160903,25,20.8,30.3,0,4.7,1.6,110,20.3,76,1000.7,1008.5,8.3,19.6,0,5.1,4.8,27.6,1118.212874
20160904,26.2,22.3,30.4,0,2.5,1,340,22.3,80.3,1002.6,1010.4,2,13.24,0,8.8,5.4,27.7,1101.522457
20160905,26.2,24,30.5,0,3.5,0.8,320,22.8,82.4,1002,1009.7,5,13.15,0,6,4.4,28.2,1081.752521
20160906,24.4,21.5,28.1,0,2.2,0.9,340,20.3,79,1001.6,1009.5,2.1,10.63,0,8.4,6.6,26.5,1103.609462
20160907,23.7,19.8,27.8,0,2.9,0.9,320,19.1,76.8,998.9,1006.7,2.3,13.48,0,8.1,6.6,27.7,1131.299598
20160908,23.3,19.7,28.9,22.8,4.2,1.2,290,19.3,80.3,999.4,1007.3,7.3,16.9,0,5.3,4,27.6,1113.533152
20160909,23.9,20.2,28.8,0.7,2.7,1,320,20,80.8,1002,1009.9,8.4,19.19,0,4,2.9,27.1,1123.763426
20160910,23.2,19.1,28.7,0.6,5.8,1.2,340,19.7,82.5,1004.4,1012.4,5,16.31,0,5.9,4.1,25.7,1105.277916
20160911,23.9,19.6,28.5,0,2.7,1,90,19.3,77.5,1006.9,1014.9,5.8,15.74,0,6.8,5.6,26.7,1121.151931
20160912,23.5,21,27.8,9.8,4,1.7,110,19.4,78.9,1008.5,1016.5,5.7,15.95,0,6.1,3.4,25.8,1126.508689
20160913,24.1,18.7,29.5,0,2.6,1,340,18.8,73.9,1009.9,1017.8,10.6,21.82,0,2.8,1.3,26.4,1144.98433
20160914,24.2,20.5,29.1,0,2.8,1,290,18.9,73.5,1009.8,1017.7,5.8,16.18,0,7.3,2.8,26.4,1085.684207
20160915,23.5,18.4,28.7,0,1.9,0.8,320,17.9,73,1008.5,1016.4,7.5,18.16,0,6.4,2.5,25.5,1109.803795
20160916,22.4,20.7,25.4,6.9,2.1,0.6,180,19.7,85.3,1007.2,1015.1,0,7.02,0,10,7,24,1123.505208
20160917,20.2,19.6,21.3,97.8,4.4,1.5,360,19.7,96.9,1003,1011,0,2.92,0,10,3,21.5,1148.219389
20160918,19.1,18.1,20.7,12.5,4.6,2.1,360,17.6,91.6,1003.8,1011.8,0,6.13,0,9.8,6.8,21.4,1112.52104
20160919,20,17.4,23.6,0,6.1,2.3,90,15.4,75.6,1004.5,1012.5,0.4,10.3,0,6.6,6.3,21.7,1114.270487
20160920,19.2,13.7,24.7,0,3.3,1.4,360,11.9,64.6,1008.5,1016.6,11.4,23.09,0,1.5,0.9,22.4,1110.213259
20160921,19.1,12.8,23.6,0,4,1.5,90,12.7,68.4,1012.8,1020.9,7.5,16.87,0,5.4,1.6,20.8,1105.646286
20160922,20.6,17.1,25.9,0,2.7,1,110,14.9,71.3,1010.3,1018.3,7.4,17.9,0,4,3.6,22.5,1123.39973
20160923,20.8,15.4,27,0,2,0.8,290,15.8,75,1009.2,1017.2,9.2,19.64,0,3.1,1.9,23,1141.462607
20160924,21.7,16.4,28.1,0,2,0.8,340,16.4,74.3,1008.4,1016.3,10.4,20.84,0,1.9,0.6,24.6,1121.821094
20160925,20.8,17.2,24.7,0,1.8,0.6,320,18.1,85.3,1009.1,1017.1,2.5,8.38,0,7.5,5.8,22,1121.631611
20160926,22.1,18.3,26.8,0,2.8,1,90,19,83.3,1008.4,1016.4,2.5,9.8,0,7,4.8,23.3,1085.708378
20160927,22.4,20.3,25.8,39.7,3.2,1,340,21,92,1008,1016,2,8.26,0,8.9,4.5,24.1,1105.154674
20160928,21.8,18.1,26,0,2.4,0.9,340,19,85,1006.9,1014.8,4.7,13.86,0,8.3,3,23.2,1114.077714
20160929,20.1,18,22,0,5.7,3.2,110,16.4,79.8,1008.5,1016.5,0.2,8.5,0,9.6,6.4,21.8,1135.319689
20160930,17.6,16.2,18.5,3,3.2,1,110,16,90.9,1008,1016.1,0,2.86,0,8.6,3.3,18.6,1146.872115
20161001,18.6,15.7,21.7,0.6,2.2,0.8,20,17.1,91.6,1010.1,1018.2,0.2,7.15,0,9.1,5.8,19.7,1008.291806
20161002,20.7,17.6,23.4,0.5,2.6,0.8,360,18.7,88.9,1006.3,1014.3,0.9,7.33,0,8.3,6.6,21.8,992.1379274
20161003,23.4,19.6,26.8,6.1,4.4,1.6,200,21.8,91.3,1002.4,1010.3,4.7,9.68,0,5.9,5.8,24,1028.514506
20161004,22.1,17.7,27.9,0,6.7,2.8,110,17.9,78.8,1006.9,1014.8,8.7,19.62,0,2.8,2.5,23.1,992.882655
20161005,19.6,17.7,24.3,21.6,5.5,1.9,50,17.7,89.1,1003.1,1011,3.8,8.66,0,7.1,4.8,21.2,1002.875408
20161006,18.2,14.4,23.9,0,2.4,1.1,340,12.9,73.9,1012.9,1021.1,10.5,20.16,0,0.9,0.9,20.6,1034.060596
20161007,18.5,14.2,24.3,22.4,5.7,2.5,110,15.2,82.8,1011.9,1020,5.2,12.31,0,7.8,3.6,19.2,1022.648572
20161008,17.2,14.2,21.8,32.3,4.2,1.6,320,13.5,80.4,1005,1013.1,5.2,11.83,0,6.4,3.5,18.8,1007.765887
20161009,11.8,7.6,16.7,0,5,1.8,360,4.6,62.6,1011.8,1020.1,10.7,20.4,0,2.9,2.1,15.4,1021.635754
20161010,12.7,8.4,18.5,0,2.1,0.9,320,7.8,73.9,1012.8,1021.1,6.3,13.15,0,7,4.3,15.1,1030.030985
20161011,14.3,10.3,20.5,0,2.1,0.7,320,10.1,78.4,1012.6,1020.9,7.2,13.2,0,6,1.3,16.5,1020.573389
20161012,14.9,11,21,0,2.5,1,320,8.1,66.9,1014.2,1022.4,9.1,17.6,0,6.1,3.5,16.9,1030.576755
20161013,14.1,10.4,20.1,0,1.6,0.6,320,8.1,69.1,1015.3,1023.6,3.7,12.12,0,7,1,15.2,1022.667207
20161014,15.2,8.6,22.9,0,2.2,0.8,320,10.5,76,1017.2,1025.5,9.5,16.27,0,0,0,16.4,1014.546379
20161015,17.3,10.7,25.2,0,2.7,0.9,320,12,74.4,1017.1,1025.3,6.8,14.84,0,4.4,2.1,17.8,1001.243447
20161016,16.9,15.2,20.3,6.8,3,0.9,110,14.5,86.5,1011.5,1019.7,0,5.21,0,9.6,7.8,17.1,1000.967345
20161017,17.6,14.5,23.2,1,2.5,0.9,340,14.8,85.1,1009.9,1018,6.9,14.43,0,5.9,4.8,19.1,1026.164279
20161018,16.1,13,21.5,0,2,0.7,340,14.4,90,1012,1020.1,3.7,9.7,0,5.8,2.4,18,1018.768293
20161019,17.2,12.8,23.6,0,1.9,0.8,290,14,83.5,1010.4,1018.5,9,14.94,0,1.4,0.8,17.6,1020.030899
20161020,16.7,11.2,22.7,0,5.7,1.5,110,13.3,82,1011.3,1019.5,4.5,11.49,0,6.3,2,17.5,1026.138736
20161021,16.8,15.7,18.8,0,6.2,3.5,110,12.5,76.3,1011.9,1020,0,5.66,0,9.6,6.4,16.7,996.8669908
20161022,17.5,14.3,22.1,0,4,1.5,140,12.6,73.9,1006.3,1014.4,5.7,11.57,0,8.4,5.5,18.8,1025.397395
20161023,15,11.4,17.9,1,5.7,2.9,110,11.1,77.9,1008.1,1016.3,0,4.86,0,9.3,7.1,15.3,993.6016593
20161024,15.5,9.8,20.4,0,4.5,2,110,9.3,67.5,1009.5,1017.7,8.9,15.78,0,6.4,4.9,17,993.422437
20161025,14.7,12.3,20,21.4,4.4,1.6,110,12.8,89.1,1004.4,1012.6,4.4,6.86,0,7.9,5.5,16.1,1036.781093
20161026,13.4,10.8,16.8,0,1.9,0.9,320,11.3,87.9,1012.1,1020.4,1.9,7.63,0,7.1,6.8,14.5,990.5210026
20161027,14.2,10.2,18,0,6.4,2.1,110,11,82.3,1014.7,1023,0.4,6.85,0,7.5,7.5,14.3,998.7393714
20161028,13.5,11.1,15.7,8.9,4.6,1.2,340,12,91.4,1009,1017.3,0,2.97,0,9.3,6.4,14.2,1027.008863
20161029,9.2,6.1,13.5,0,3,1,340,3.5,68.4,1017.5,1026,2,9.72,0,7.6,4.8,12,1030.206949
20161030,7.1,1.2,14.5,0,2.5,1,320,-2.5,54.8,1021.4,1030,10,17.23,0,2.3,0.1,9.8,1052.218179
20161031,7.8,4.9,10.4,0,4.5,1.1,320,2.6,70,1018.8,1027.3,0,2.68,0,9.3,7.4,8.9,1012.309587
20161101,3.4,-0.7,9.4,0,4.8,1.6,360,-4.7,57.3,1022.3,1031,9.9,16.56,0,0.6,0.1,6.9,1004.899869
20161102,5.1,-2.4,11.7,0,3.4,1.2,320,-1.9,64.1,1019.5,1028.1,9.8,15.5,0,1.1,1.1,6.5,998.9119844
20161103,8.1,3.7,14.8,0,3.5,0.9,200,3.8,76.3,1014.4,1022.8,5.9,9.3,0,3.3,2.9,8.6,990.3185923
20161104,9.9,2.7,17.4,0,3.9,1.2,180,5.8,77.5,1009.4,1017.8,8.3,12.16,0,3.3,3.3,9.5,1007.721486
20161105,13.3,8.7,19.2,0,2.7,1.1,110,9.9,81.3,1006.7,1014.9,5.2,8.25,0,6.4,6.4,11.5,1033.144111
20161106,13.3,9.8,18.2,0,6.4,3,110,9.5,78.9,1015.7,1024.1,7.8,13.17,0,6.4,6.4,14.1,970.3342078
20161107,14.3,10.8,18.8,2.7,4.3,1.9,110,9.1,72.5,1015,1023.2,5.2,10.18,0,7.9,5.8,13.9,1014.248566
20161108,6.9,0.9,12.3,5,4.3,2.2,320,1.1,69,1016.6,1025.1,6.8,11.92,0,3.9,3.5,10,1017.165702
20161109,3.1,-3.1,9.8,0,3.6,1.1,340,-5.6,54,1020.8,1029.5,9.5,14.87,0,2.1,1.1,4.9,999.4311045
20161110,6.8,2.4,12,5.2,3,1,320,3.3,79.3,1013.1,1021.6,0.6,5.32,0,9,7,7.4,1000.904354
20161111,9.3,5.8,14.8,1.4,3.6,1.5,320,5.2,78.1,1011.5,1019.9,7.4,10.29,0,3.1,3.1,9,1010.766615
20161112,9.7,2.7,18.6,0,3.4,1.1,270,5.1,76.9,1014.7,1023.1,7.1,11.72,0,1.5,1.1,9.1,1002.8922
20161113,12.1,6.6,18.1,0,3.1,0.9,320,8.3,79.4,1013.5,1021.9,2.2,7.82,0,7,3.6,11.2,1035.551186
20161114,15.3,9.5,21.9,0.1,3.1,1.1,320,11.6,80.1,1008.1,1016.3,6.7,10.67,0,6.4,4.3,14.6,1016.289169
20161115,8.3,2.7,14.6,0,3.7,1.5,340,-1.5,52.6,1013.1,1021.5,9.1,14.19,0,0.9,0.5,9.9,990.4121833
20161116,5.7,-0.5,12.9,0,2.1,0.9,320,-1.6,63.4,1015.7,1024.3,8.6,11.37,0,2.1,0.3,6.1,1015.591813
20161117,8.1,3.3,15.4,0,1.8,0.8,320,1.6,65.9,1016.3,1024.8,7.5,10.67,0,2.5,1.4,8.2,1051.951591
20161118,9,3,13.8,8.7,2,0.8,290,6.3,84.1,1010.7,1019.1,3.3,6.05,0,6.9,4,8.4,985.4678209
20161119,12.6,10.4,14.3,0.7,1.6,0.5,340,12,96.3,1006.5,1014.7,0,2.35,0,9.9,7.8,12.4,997.3663315
20161120,11.5,6.7,16.4,0,2.3,1.1,340,6.9,76,1012.8,1021.2,8.6,12.29,0,3,2,12.3,1018.015423
20161121,8.7,5.5,11.6,0.1,2.4,0.6,320,7,89.1,1010.5,1018.9,0,2.33,0,7.5,4.9,8.6,1017.418217
20161122,4.9,0.7,9.5,0,4.8,1.9,320,-1.9,63,1014.6,1023.2,3.8,5.9,0,8,4.3,7,1022.96691
20161123,0.8,-3.3,6.2,0,3.6,1.5,340,-10.5,44.9,1018.7,1027.5,8.2,11.35,0,5.9,0.5,2.7,1027.695775
20161124,-0.2,-4.9,5.2,0,4,1.6,340,-8.6,54.8,1019.6,1028.4,9.1,13.18,0,0.9,0.9,2.4,1012.978502
20161125,1.4,-3.2,7.8,0,2.4,0.9,320,-5,64,1019.9,1028.6,7.3,9.85,0,3.1,2.1,2.3,1026.565019
20161126,0.2,-2.9,3.3,3,3.3,0.7,320,-1.7,87.5,1016.4,1025.2,0,2.33,0,7.3,6.1,0.4,988.0519409
20161127,3,1,7.1,0.5,2.3,0.7,90,1.9,93.3,1013.8,1022.5,3.1,6.81,0,9.1,8.4,5.2,1002.738407
20161128,2.8,-0.4,8.4,0,3.2,1.2,340,-2.3,72,1019.8,1028.5,8,11.58,0,2.1,2.1,3.5,1007.341968
20161129,1.9,-3.4,8.8,0,2.9,0.9,340,-5.6,61.8,1025,1033.8,9,12.84,0,0.4,0,2.8,988.2847661
20161130,5.5,-0.7,11.5,2.1,3.2,1.1,200,1.7,77.8,1018.5,1027.1,1.2,5.65,0,8.4,7.1,4.2,990.860122
20161201,5.6,0.1,10.1,0,5.4,2,290,-1.2,65.3,1018.8,1027.4,5.9,7.91,0,3.3,3.3,5.2,1041.270546
20161202,1.8,-4.1,8.5,0,2.8,1.1,340,-5.1,62.1,1023.4,1032.1,9,12.31,0,0,0,2.5,1043.867415
20161203,3.2,-2.8,10.8,0,1.6,0.7,320,-1.9,71.3,1018.6,1027.3,7.9,11.16,0,2.9,0.5,3.2,1042.881755
20161204,4.1,-0.2,8.8,0,1.6,0.7,320,0.2,76.8,1010.9,1019.5,0.9,4.94,0,7.6,7.4,3.7,1066.627835
20161205,8.9,4.7,14.2,0.2,4.6,1.9,320,3.3,69.1,1010.2,1018.6,3.7,6.22,0,7.9,7.9,7.4,1063.726905
20161206,1.2,-2.6,6.6,0,4.2,1.6,320,-9.1,48.4,1017.9,1026.7,8.8,12.27,0,0,0,2.4,1053.696411
20161207,2.2,-4.4,8.7,0.2,2.5,0.9,110,-2.3,72.4,1013.8,1022.4,4,6.26,0,5.4,4.9,2.3,1076.52385
20161208,4.1,-1.8,9.8,1.9,3.6,1.2,200,0.2,77.9,1010.5,1019.1,5.3,9.1,0,6,3.9,3.5,1082.283045
20161209,4.1,-1,7.9,0.3,4.3,2,320,-1.7,67.4,1012,1020.6,6.4,7.8,0,4.4,3.8,4.6,1044.24961
20161210,-0.1,-4.4,6.4,0,3.2,1.1,320,-8.6,56,1018.7,1027.4,8.8,11.96,0,0,0,1.3,1053.64388
20161211,-0.6,-6.2,6.9,0,2.9,0.7,320,-8.7,57.1,1020.1,1028.9,8.8,12.06,0,0.6,0.6,0.5,1055.07219
20161212,4.3,-3.2,11,0,2,0.7,320,-4,56.4,1015.5,1024.1,6.5,8.18,0,7.3,5.8,3.1,1057.73951
20161213,4.5,1,9.6,0,2.9,1.1,340,0.3,74.9,1010.9,1019.5,3.9,7.2,0,4.6,2.1,3.5,1068.50522
20161214,0,-2.9,2.7,0,2.9,1.1,320,-4,74.9,1012.2,1020.9,2.2,4.46,0,4.9,4.4,0.4,1064.243413
20161215,-1.4,-5.9,3,0,5.5,2.1,320,-9.5,55.6,1015.6,1024.4,7.7,11.26,0,2.4,2.4,1,1057.341347
20161216,-2.4,-8.3,2.8,0,4.1,1.4,320,-11.2,52.4,1020.1,1028.9,8.8,11.96,0,2,2,-1.5,1049.839546
20161217,4,-0.3,10.5,0,4,1.3,200,-1.6,67.9,1021.4,1030.1,7.1,10.02,0,4.1,4.1,2.4,1080.741556
20161218,3.8,-1.8,9.5,0,1.9,0.6,320,0.2,78.5,1021.7,1030.4,1.3,5.49,0,7.3,4.9,3.5,1047.40676
20161219,7.8,5.1,10.6,1.8,2.4,0.6,110,6,89.4,1016.2,1024.7,0.9,3.97,0,8.8,8,7.2,1043.956776
20161220,8.2,4.3,13.3,0,2.5,0.8,320,5.2,82.9,1018.6,1027.1,7,9.18,0,4,3.4,7.6,1079.273712
20161221,8.2,1.8,12.6,20.5,5.1,1.6,140,6.4,89.9,1013.4,1021.9,3.3,5.86,0,7.9,6,6.2,1075.680061
20161222,7.8,3.8,14.8,17.6,6.6,2.5,200,5.9,88.4,1003,1011.3,0,1.16,0,9.6,7.9,8.5,1045.020863
20161223,0.8,-1.3,3.9,1.3,3.9,2.2,290,-2.3,79.9,1012.7,1021.4,0.6,1.71,0,9.5,8.8,2.3,1051.857325
20161224,-1.1,-2.5,1.3,0,2.1,1,340,-5.3,72.8,1021.9,1030.8,0.7,6.29,0,8.1,5.1,1.5,1026.6858
20161225,1.3,-4.5,7.3,0,1.5,0.7,320,-2.1,79.1,1021.4,1030.2,5.8,9.7,0,4.5,3.4,2.2,1078.770155
20161226,3.1,2.3,4.3,10.8,2.2,0.7,340,1.9,92.4,1013,1021.6,0,1.48,0,10,5.1,3.5,1046.018138
20161227,0.3,-5.1,4,0,5.5,2.3,320,-6.1,64.6,1014.6,1023.4,7.6,10.67,0,3.6,3.4,2.9,1011.481088
20161228,-2.5,-7.5,4.1,0,2.1,0.9,320,-9.9,58.5,1021.7,1030.6,8.8,11.76,0,1.3,0,-0.2,1032.708433
20161229,-2.3,-4.5,1.4,0.2,4.5,1.8,320,-9.4,61.5,1022.2,1031.1,8.1,11.92,0.9,2.9,2.9,0.4,1090.052214
20161230,-1.8,-8.1,4.8,0,2.5,0.9,320,-7.3,67.6,1024.7,1033.6,8.6,11.5,0,2.9,2.3,-0.3,1028.843345
20161231,1.4,-1.3,5.2,0,2.3,0.8,200,-1.7,79.9,1022,1030.7,1,4.53,0,7.6,6.9,1,1043.24697
20170101,3.5,-1.3,10.7,0,3.1,0.7,290,0.3,81.5,1020,1028.6,5.8,9.43,0,5.4,3.6,3.3,1180.085569
20170102,4.7,-0.4,10.8,0,5.2,1.5,180,1.9,83,1014.9,1023.5,4.5,7.77,0,6.5,6.5,3.4,1193.425862
20170103,3.3,-1.5,9.2,0,3.9,1.4,200,-0.7,77.1,1016.3,1024.9,8.1,10.69,0,0.3,0.3,3,1158.102578
20170104,4.2,-0.2,10.7,0,2.4,1,20,-1.2,70.5,1015.9,1024.5,5.8,8.59,0,4.4,2.6,3.1,1168.594138
20170105,4.3,-0.7,9.3,0,5.6,1.9,110,-0.6,71.3,1018.3,1027,0,5.41,0,8.3,2.8,2.9,1154.8117
20170106,6.7,2.6,12,0,4.7,2.2,110,0.6,66,1018.2,1026.8,8.2,10.66,0,3.1,2.5,5.4,1177.922793
20170107,4.3,-1.5,9.2,0,2,0.8,20,-0.1,74.8,1013,1021.6,4.2,8.22,0,5.8,3.5,3.3,1145.025115
20170108,8.8,5,14.8,0,3.5,1.3,320,2.1,64.8,1005.8,1014.1,5.6,10.58,0,8.1,7,8.2,1164.894208
20170109,4.3,-0.9,8,0,4.4,2.3,320,-2.6,62.3,1009.2,1017.7,6.4,8.35,0,4.5,4.3,4.8,1189.20888
20170110,-0.5,-3.2,4.2,0,3.9,1.9,320,-6.8,63.1,1015.6,1024.4,6.1,8.92,0,3.1,3.1,0.2,1194.202449
20170111,-3.1,-7.8,2.5,0,3.9,1.7,200,-9.6,62.5,1017.6,1026.4,6.1,9.66,0,2.1,2.1,-2.1,1190.501792
20170112,-0.3,-4,5.7,0,5.5,1.9,320,-5.3,69.6,1010.3,1019,3.3,5.74,0,3.9,3.5,-0.8,1166.949729
20170113,-3.7,-7.3,0.5,0.6,4.4,1.8,320,-8.7,68,1009.3,1018.1,5.4,6.66,0,4.1,4.1,-2.5,1158.466312
20170114,-6,-8.7,-2.8,0,5.9,2.5,340,-15.5,50.3,1017.1,1026.1,8.5,13.18,0.1,2.8,2.8,-2.4,1198.891807
20170115,-5.9,-11.8,1,0,3.9,1.3,320,-15.3,48.9,1019.8,1028.8,9.1,13.47,0,0,0,-3.7,1135.577056
20170116,-3.9,-10.1,3.7,0,2.2,1,290,-12.8,54.5,1020.9,1029.9,9.1,13.58,0,0.1,0,-2.8,1198.627374
20170117,-2.9,-8.6,4.3,0,1.6,0.7,360,-10.7,56.8,1023.2,1032.1,4.2,8.45,0,2.6,0.6,-2.5,1129.242044
20170118,-0.4,-4.7,4.1,0,1.8,0.7,320,-6,66.3,1022.1,1031,2.1,5.97,0,7.1,5.6,-1.2,1182.680003
20170119,0,-3.7,5.9,0,2.3,0.9,320,-5.3,70.8,1015.3,1024.1,6.4,10.6,0,5.5,5.1,0.4,1183.543712
20170120,-2.3,-5.2,-0.5,3.4,5.8,1.9,320,-5.8,77.4,1013.8,1022.6,3.5,5.61,4.6,7.9,7.3,-0.6,1138.184534
20170121,-2.7,-8.6,2.4,1.2,3.6,1.3,200,-5.6,81.3,1018.6,1027.5,4.2,9.84,4,6.5,6.4,-0.9,1171.258963
20170122,-4.7,-7.8,-0.5,0.5,4.9,2.6,320,-9.4,70.9,1019,1028,7.6,9.38,5.2,6.1,5.9,-0.4,1177.503713
20170123,-6.5,-10,-1.4,0,4.3,1.6,320,-12.3,65,1022.9,1032,8.9,14.14,0,1.9,1.9,-1.6,1172.979781
20170124,-5.2,-10.7,1.1,0,3.8,1.1,320,-10.8,66.9,1026,1035,9.3,14.54,0,0.9,0.9,-1.9,1175.088724
20170125,-4.4,-10.6,2.3,0,3.2,1.1,340,-10,67.1,1026.1,1035.1,9.2,15.26,0,0,0,-2.3,1173.670309
20170126,-1.1,-9.5,6.5,0,7.9,1.4,200,-7.6,64.4,1019.6,1028.4,8.4,13.81,0,4,1.5,-1,1147.803526
20170127,0.6,-4.3,4.8,2.3,4,2.3,320,-7.6,57.9,1018.8,1027.6,7.7,14.18,0,4.3,2.1,1.8,1181.079814
20170128,0.1,-7.6,7.9,0,2.2,1,140,-8.7,55.5,1018.2,1027,7.9,14.03,0,3.6,1.4,0.5,1147.700223
20170129,2.8,0.9,5.4,5.7,2.1,0.7,340,-0.4,80.5,1010.1,1018.7,0,2.49,0,10,7.9,2.2,1176.742619
20170130,-2.4,-6.8,0.9,1.3,4.1,2.3,320,-7.5,69.1,1017,1025.8,7.9,14.45,0.6,4.6,4.3,2.6,1191.120225
20170131,-4.2,-9,1.5,0,2.5,1.2,290,-10.6,63.6,1020.5,1029.4,7.9,13.67,0,3.8,1.8,-0.5,1176.925279
20170201,-2.3,-6.6,3.8,0,4.6,1.6,320,-11.7,51.4,1020.5,1029.4,7.4,13.87,0,1.9,1.6,0.4,1115.781279
20170202,-1.6,-9,5.7,0,3.7,1.4,250,-11.4,50.8,1022.2,1031.1,9.7,16.16,0,1.1,1.1,0.1,1103.705654
20170203,2.1,-3.2,8.6,0,2.5,1,250,-4.2,64.9,1018.6,1027.3,9.2,14.06,0,4.1,2.9,2.6,1099.973803
20170204,2.9,-3.3,8.1,0,1.7,0.7,320,-3.6,65,1012.4,1021,2.3,8.01,0,7.1,4.8,2.3,1144.076934
20170205,3.2,1.2,5.5,0.5,4.1,1.2,320,-1,74.6,1005.6,1014.1,0,2.08,0,7.8,7,2.4,1126.300285
20170206,0,-3.2,4.8,0,4.2,2.1,320,-7.6,57.8,1014,1022.8,8.7,14.07,0,1.4,1.4,2.6,1101.199431
20170207,-0.5,-4.7,5.8,0,2.5,1,320,-7.9,59.6,1016.7,1025.5,6.9,12.28,0,5.8,2.3,1.7,1107.745058
20170208,-0.1,-4.1,4.2,0,3.7,1.3,290,-7.1,60.4,1010.9,1019.6,1.9,8.47,0,5.1,1.5,1.2,1108.967999
20170209,-2.9,-5.1,0.6,0.1,6.9,2.8,320,-10.2,58.3,1007.9,1016.7,6.9,12.85,0,6.4,5.8,0.7,1110.747402
20170210,-4.4,-6.9,-0.3,0.2,6.1,2.7,320,-12.4,55.6,1010.4,1019.2,9.6,14.66,0.3,4.5,4.5,-0.7,1142.356363
20170211,-2.9,-7.2,2.6,0.5,5.1,1.9,320,-9.5,62.6,1016.5,1025.4,8.7,13.04,1.3,6.4,6.4,0.6,1141.689163
20170212,-0.3,-5.3,5.7,0,4.3,1.6,320,-8.2,57.3,1020.5,1029.3,10,17.04,0,1,1,2,1128.734039
20170213,0.3,-5.8,6,0.6,4.1,1,320,-3.4,78.5,1022.3,1031.1,5.7,11.33,0,5.1,4.8,0.6,1139.046284
20170214,1.6,-2.8,8.1,0,2.6,1.1,320,-5.6,64.1,1024.3,1033,9.1,16.93,0,3.5,3.5,3.8,1151.623053
20170215,2.2,-5.4,10.8,0,2,0.8,160,-7.2,54.1,1021.7,1030.4,9.5,15.43,0,0,0,2.9,1107.963006
20170216,7.3,-3.4,15.5,1.9,3.6,1.3,200,0.9,67.1,1012,1020.5,7.8,15.09,0,4.9,3.1,5.6,1120.200779
20170217,4.6,-2.7,11.8,1.9,4.6,2.4,320,-3,61.9,1013,1021.6,7.6,15.84,0,5.4,2.8,7.8,1073.789878
20170218,-1,-6.2,4.8,0,5.2,2,320,-12,47.1,1017.7,1026.6,10.2,18.2,0,0,0,2.4,1147.683824
20170219,3.1,-4.9,9.2,3.5,6.4,1.6,140,-3.6,64.5,1008.4,1017,5,11.31,0,6.1,4.6,1.9,1130.388224
