date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),elec
20180130,-4.4,-11.7,1.7,-10.8,1018.2,1027.1,11.37,-3.3,845957.0007302626
20180131,-0.1,-3.4,3.8,-9.6,1019.2,1028.0,8.68,-1.2,848671.0747971334
20180201,-2.1,-6.6,4.1,-12.9,1020.4,1029.3,10.24,-0.3,805684.6280230342
20180202,-2.7,-9.0,4.5,-12.7,1020.1,1029.0,12.03,-1.2,806126.2615026828
20180203,-4.7,-8.2,-1.4,-13.5,1019.8,1028.8,10.08,-1.7,803798.3135078177
20180204,-7.3,-11.2,-2.5,-15.6,1019.9,1029.0,9.49,-3.6,804985.3064375527
20180205,-8.1,-12.5,-2.4,-16.9,1018.0,1027.1,8.58,-4.9,804545.5818917345
20180206,-8.2,-13.2,-3.2,-15.8,1017.1,1026.2,9.72,-3.9,806696.8457386262
20180207,-7.3,-13.9,0.0,-15.4,1018.1,1027.1,10.2,-2.2,805819.7822558894
20180208,-3.8,-11.2,4.5,-13.2,1016.5,1025.4,9.72,-1.4,805554.6830977899
20180209,1.4,-5.7,9.0,-6.3,1014.4,1023.1,7.77,2.4,805223.4701954117
20180210,0.5,-5.2,6.8,-8.5,1013.6,1022.3,6.1,1.8,805412.8321340312
20180211,-3.7,-7.7,0.6,-9.7,1014.1,1023.0,6.85,0.2,806305.4913081181
20180212,-4.8,-9.5,-0.4,-8.1,1014.4,1023.4,6.75,-0.2,807096.0602217109
20180213,-0.8,-6.7,4.4,-6.6,1014.9,1023.7,11.57,1.1,806901.6241501806
20180214,5.6,-0.8,11.6,0.6,1009.9,1018.4,4.94,1.0,807180.334279091
20180215,0.8,-3.2,7.2,-12.5,1013.4,1022.1,10.09,2.4,807371.4273064181
20180216,0.4,-5.2,7.5,-10.9,1010.7,1019.4,9.08,1.5,806300.1764594446
20180217,-1.1,-4.9,4.1,-16.1,1016.6,1025.4,11.57,1.5,806271.9093381586
20180218,-0.1,-3.7,4.3,-13.4,1017.9,1026.6,4.44,0.2,805463.2597567961
20180219,2.5,-3.4,8.8,-7.2,1015.5,1024.1,8.54,2.4,807854.888181211
20180220,1.9,-3.3,8.1,-8.1,1015.1,1023.8,8.1,2.7,805871.4967014124
20180221,-0.1,-3.8,5.4,-15.1,1015.7,1024.5,9.62,2.2,806668.2474140909
20180222,0.5,-7.3,7.6,-8.8,1014.6,1023.3,10.3,0.9,806531.5614260539
20180223,5.5,0.2,10.0,0.9,1014.0,1022.5,6.51,3.5,804710.1167134941
20180224,6.0,0.7,11.8,-4.6,1018.7,1027.3,7.74,5.4,806436.4067061282
20180225,4.0,-0.6,11.1,-10.1,1016.6,1025.3,8.07,4.5,804832.7414851367
20180226,4.0,-4.2,13.0,-9.7,1016.5,1025.2,12.46,4.7,806407.3858375077
20180227,6.3,-1.9,13.1,-7.4,1014.8,1023.4,8.33,4.1,803374.9277543896
20180228,5.3,1.4,9.9,0.9,1000.2,1008.6,0.76,3.0,805125.1457114349
20180301,2.0,-3.2,4.8,-4.3,1004.3,1012.9,18.58,5.3,779072.123962678
20180302,1.1,-6.2,8.7,-10.5,1009.8,1018.5,19.68,4.6,775562.2347865219
20180303,8.6,-1.7,18.7,-2.3,1006.2,1014.5,18.89,7.8,777493.4354391955
20180304,15.1,9.5,23.1,8.9,1004.1,1012.2,15.94,13.2,775475.2257823738
20180305,6.6,3.3,14.5,4.8,1008.3,1016.7,4.88,8.4,775616.3664365332
20180306,5.6,-0.4,12.5,-1.5,1020.8,1029.4,21.01,7.5,775583.0606491588
20180307,6.1,3.2,10.2,0.7,1019.1,1027.7,12.51,7.7,775739.693966546
20180308,2.9,0.6,6.2,1.7,1011.3,1019.9,3.98,3.6,776692.0872238361
20180309,3.3,0.5,6.4,-0.1,1015.6,1024.3,7.05,4.6,777311.5434010273
20180310,4.1,-1.2,11.5,-1.9,1016.3,1025.0,19.81,5.1,776189.2156619991
20180311,7.7,2.2,14.8,0.8,1017.3,1025.8,19.7,8.9,775212.5015743873
20180312,8.6,0.1,17.6,0.1,1014.5,1022.9,20.14,8.5,773993.8785452251
20180313,12.4,2.9,20.8,5.6,1011.2,1019.5,18.92,10.8,775711.6932811063
20180314,16.3,7.9,24.2,8.6,1011.2,1019.3,21.29,14.1,777659.0832334041
20180315,13.7,10.6,15.8,12.9,1005.8,1014.0,2.3,12.7,777695.132500671
20180316,6.6,3.1,10.8,1.6,1015.8,1024.4,14.85,9.8,775253.3098477841
20180317,7.6,0.4,14.8,0.0,1019.0,1027.6,22.24,9.4,775927.5557750711
20180318,7.8,3.0,11.4,5.1,1013.0,1021.4,6.47,8.7,776072.170380806
20180319,8.3,5.5,11.1,6.5,1007.4,1015.8,2.91,8.9,776602.6009388823
20180320,5.9,2.8,10.3,-3.1,1013.9,1022.5,15.09,7.1,775993.4811873592
20180321,1.2,-0.3,2.9,0.4,1008.5,1017.2,4.75,2.0,774809.8575652761
20180322,5.2,0.5,12.2,0.8,1007.2,1015.7,22.38,8.4,775226.7884799388
20180323,6.3,-1.0,13.9,-0.6,1011.6,1020.2,23.25,8.5,775775.858586488
20180324,8.4,1.7,15.1,2.4,1014.5,1022.9,18.5,8.7,774660.6048033128
20180325,10.9,4.4,19.5,4.8,1016.5,1024.8,21.53,10.9,776370.2950770381
20180326,12.4,3.9,20.5,6.2,1013.7,1022.1,23.01,12.7,776884.5510714565
20180327,13.9,6.3,21.5,7.1,1010.4,1018.6,21.9,13.4,776044.5453083874
20180328,15.1,8.3,22.0,8.2,1009.3,1017.5,22.37,14.4,775117.0239866187
20180329,16.0,10.7,21.5,10.7,1011.7,1019.9,15.09,15.2,774176.8991920705
20180330,15.6,10.4,21.6,5.6,1015.3,1023.5,18.5,15.5,774416.4765780711
20180331,15.9,9.2,23.1,6.9,1012.2,1020.4,14.39,15.8,776143.3966923329
20180401,16.0,10.3,20.6,10.9,1008.9,1017.1,4.3,14.0,749940.5227553407
20180402,18.3,11.5,25.1,12.0,1008.0,1016.0,14.24,18.8,749323.7650446444
20180403,19.1,13.2,25.7,12.9,1009.0,1017.0,10.89,19.2,749787.6778082987
20180404,13.2,9.4,18.2,11.3,1009.6,1017.8,2.33,14.1,749702.2220246043
20180405,8.2,7.4,9.4,7.4,1007.9,1016.3,0.98,10.0,747866.2961994251
20180406,7.8,3.5,13.4,3.1,1004.3,1012.7,19.76,11.1,750420.11961412
20180407,5.0,2.6,9.4,-6.4,1007.4,1015.9,21.08,6.9,749191.7935236101
20180408,8.2,0.8,13.4,-0.2,1007.3,1015.7,21.28,8.5,749539.4164318654
20180409,11.9,5.5,18.7,2.5,1009.3,1017.6,25.58,13.7,748248.0386377274
20180410,16.2,5.3,24.2,7.0,1003.6,1011.7,23.04,14.9,750345.687798957
20180411,15.6,10.5,21.4,4.5,1003.4,1011.6,26.93,16.8,748518.8131660239
20180412,13.9,6.0,22.2,-0.3,1010.5,1018.8,25.78,14.1,751060.2431099416
20180413,13.2,5.9,18.6,-0.6,1014.0,1022.3,11.75,11.5,749440.7818446065
20180414,9.0,7.2,13.0,6.7,1001.2,1009.5,2.84,10.0,748108.0629491431
20180415,10.2,5.8,16.5,4.6,1005.3,1013.7,21.88,12.8,749840.5334106592
20180416,11.6,3.3,18.9,4.0,1011.6,1019.9,26.77,14.5,748469.1482794433
20180417,14.1,8.1,20.8,4.6,1011.7,1020.0,25.44,15.8,749932.6716072541
20180418,13.6,6.0,22.0,3.2,1009.6,1017.9,27.85,15.8,749401.7242507356
20180419,14.6,5.1,23.3,1.0,1010.2,1018.4,27.44,15.9,750288.4518521904
20180420,19.2,9.1,29.9,7.2,1011.5,1019.6,22.08,19.1,748517.2241082697
20180421,19.7,11.0,30.0,7.1,1010.1,1018.2,18.41,21.3,750978.5999781778
20180422,16.3,12.9,21.6,11.8,1009.7,1017.9,3.98,18.0,748194.5269969502
20180423,11.4,10.7,15.1,10.5,1006.6,1014.9,1.07,12.8,750492.4442272246
20180424,12.1,10.4,13.8,9.1,1002.6,1010.9,6.13,13.4,748890.730608605
20180425,14.1,5.4,22.5,2.7,1005.4,1013.6,29.7,16.6,749629.6889499492
20180426,15.5,7.2,23.9,6.0,1006.2,1014.4,25.05,16.8,750670.6241319741
20180427,16.2,9.2,23.3,7.9,1006.7,1014.9,22.65,17.3,749730.8572722344
20180428,15.9,9.6,23.1,5.6,1008.8,1016.9,20.25,18.2,750284.5003387298
20180429,16.4,6.3,25.4,4.4,1005.8,1014.0,17.7,18.7,750912.3759903859
20180430,20.3,13.4,27.0,13.6,1006.4,1014.4,16.7,21.9,750653.2385933958
20180501,21.5,17.2,26.5,16.6,1005.6,1013.5,17.99,22.8,742195.2228326694
20180502,17.8,11.3,23.4,14.8,997.7,1005.7,10.35,20.5,741331.2323932739
20180503,12.5,9.0,17.1,5.0,1001.5,1009.7,24.18,16.4,741150.9343471734
20180504,15.3,7.8,22.3,1.7,1005.7,1013.8,30.76,17.8,741908.0974034191
20180505,19.5,12.4,25.3,5.9,1007.7,1015.7,23.95,18.6,740142.4084196497
20180506,16.3,14.9,20.0,15.7,999.4,1007.5,3.73,17.2,741259.941921747
20180507,17.4,14.8,21.7,15.5,999.0,1007.1,11.07,18.4,739738.6580344114
20180508,16.5,12.7,22.2,10.6,1006.0,1014.1,23.37,19.7,740727.2742109741
20180509,16.1,9.4,22.5,7.8,1012.7,1020.9,30.29,19.9,742118.061457325
20180510,16.7,11.2,23.6,9.6,1014.6,1022.7,28.58,20.4,742289.5407916823
20180511,17.3,11.2,23.9,7.8,1010.4,1018.6,28.97,21.5,739701.8020746179
20180512,15.5,12.6,18.0,14.6,1002.6,1010.8,2.93,16.6,740510.54073064
20180513,17.8,14.9,22.4,15.1,1000.7,1008.7,18.36,20.1,741714.7435511454
20180514,19.6,13.6,26.6,14.2,1003.7,1011.7,25.33,21.3,740512.3048969541
20180515,23.1,15.2,29.5,17.1,1002.6,1010.5,22.21,23.7,742251.6803341435
20180516,25.3,22.6,27.1,22.0,998.2,1006.1,4.96,22.7,741299.7059298706
20180517,26.3,24.6,31.0,22.2,996.0,1003.8,14.78,25.5,739825.9323448398
20180518,20.1,15.7,25.0,19.2,997.6,1005.5,6.48,21.7,740361.0463097856
20180519,17.6,13.9,21.5,10.6,1007.7,1015.8,31.72,22.4,740829.2762118218
20180520,16.8,10.8,22.6,6.2,1010.9,1019.0,21.91,17.8,742350.3517663074
20180521,17.5,12.1,22.4,11.6,1010.1,1018.3,27.26,20.8,741661.7125522173
20180522,18.8,13.8,24.9,14.9,1004.2,1012.2,18.58,20.6,739796.2703392325
20180523,18.9,14.7,23.6,10.2,1000.4,1008.4,31.52,22.7,740918.0728521091
20180524,18.9,10.8,26.4,8.5,1002.7,1010.7,30.62,21.8,740148.7628796599
20180525,19.6,11.4,26.3,9.5,1000.8,1008.8,26.32,21.9,741726.9213648154
20180526,21.8,12.9,30.5,12.6,1001.0,1008.9,30.97,24.3,740733.4373302049
20180527,20.9,17.1,26.0,14.1,1002.6,1010.6,14.95,21.9,741191.4490207622
20180528,23.0,15.5,30.5,15.2,1002.1,1010.0,29.34,26.4,742520.0395758139
20180529,23.6,18.5,28.9,17.7,1003.4,1011.2,23.61,27.1,740567.4636174444
20180530,22.4,18.3,27.5,18.0,1002.3,1010.3,18.86,25.2,741834.6749176476
20180531,20.9,14.6,26.7,13.7,1003.8,1011.7,31.62,26.5,742153.0992543949
20180601,23.4,15.9,31.1,13.5,1007.1,1015.0,31.31,28.2,717584.3452842289
20180602,23.4,15.8,31.5,10.9,1007.5,1015.4,31.34,28.8,717336.8842772149
20180603,23.6,15.8,31.1,11.0,1005.5,1013.4,29.59,28.7,715574.4160245375
20180604,23.5,18.1,29.3,14.1,1005.0,1012.9,24.41,28.9,718284.1025510661
20180605,23.9,19.3,28.7,16.4,1003.9,1011.8,22.4,28.9,716761.364046188
20180606,24.6,18.7,30.7,17.7,1004.0,1011.9,29.55,31.1,717713.2599709677
20180607,24.6,20.5,30.6,18.5,1003.6,1011.5,25.12,30.7,716736.052964406
20180608,22.5,19.5,27.7,17.4,1001.1,1009.0,22.59,29.8,716942.5856053545
20180609,23.1,17.6,29.0,16.5,999.1,1007.0,26.41,31.7,717587.0989377148
20180610,21.6,18.5,25.8,15.0,996.8,1004.7,25.36,28.9,717893.2809349727
20180611,20.4,18.1,23.7,14.9,993.0,1000.9,13.74,24.2,717212.7135208431
20180612,21.2,18.3,25.2,16.8,995.2,1003.0,15.89,25.0,717172.946542395
20180613,22.8,16.5,28.7,16.6,998.8,1006.6,22.09,29.6,717663.4164791894
20180614,22.6,19.1,27.9,15.9,999.9,1007.8,20.97,30.0,716755.6893116441
20180615,21.5,17.0,26.4,13.0,1003.2,1011.1,31.65,31.5,717282.1506584183
20180616,22.3,15.9,28.3,13.4,1004.6,1012.6,32.63,32.1,717147.4201013852
20180617,23.5,17.4,29.9,16.8,1002.4,1010.3,21.09,29.1,717796.9562102546
20180618,25.7,20.3,32.2,17.8,998.9,1006.7,26.28,32.4,717279.2918030845
20180619,21.3,19.1,24.7,18.1,997.6,1005.5,7.52,23.8,716398.7959231753
20180620,23.4,18.6,29.3,18.1,996.3,1004.2,23.79,28.8,715254.2866145985
20180621,23.7,18.9,30.1,14.0,999.5,1007.4,28.73,30.7,716532.4488498514
20180622,25.0,17.2,32.3,13.6,1000.8,1008.7,26.71,31.1,716862.4354035483
20180623,24.5,20.1,30.4,14.8,997.2,1005.0,24.97,32.2,716679.6865319968
20180624,26.2,19.4,33.8,18.1,1000.7,1008.5,29.14,34.4,716391.7461632953
20180625,26.6,19.3,32.9,16.2,1002.6,1010.5,19.9,32.3,717371.6448021407
20180626,24.0,21.3,26.9,21.6,997.2,1005.1,2.61,24.2,716621.9302756834
20180627,25.4,22.9,29.9,22.3,994.8,1002.6,25.92,28.1,716724.0740991177
20180628,24.4,23.3,26.4,22.4,992.3,1000.1,7.41,24.7,718245.14060865
20180629,25.5,19.8,30.8,21.4,995.5,1003.3,25.21,28.4,717961.0487976978
20180630,24.9,22.5,28.6,22.5,1002.0,1009.8,9.43,25.6,716481.8040982487
20180701,22.0,20.5,25.4,21.3,1002.2,1010.1,5.6,22.2,727333.8553350095
20180702,22.8,21.0,24.4,22.3,1000.3,1008.1,5.7,23.6,724317.2626334685
20180703,25.5,22.4,28.6,22.6,991.5,999.3,16.04,27.3,724801.29882645
20180704,26.6,23.4,30.6,23.1,990.6,998.3,21.51,27.9,724505.167432553
20180705,25.5,23.2,30.7,23.2,995.2,1003.0,15.04,26.7,726508.5916482705
20180706,22.2,20.6,24.5,19.9,999.7,1007.6,10.21,24.9,724831.9044065572
20180707,23.0,18.9,27.6,17.0,1002.3,1010.2,30.23,26.0,726626.0187283378
20180708,22.3,17.5,26.0,17.1,1004.8,1012.8,22.25,24.9,726400.2863362299
20180709,20.5,19.3,21.8,19.1,1007.4,1015.4,3.94,21.0,726710.2642136035
20180710,26.2,20.5,31.6,22.2,1006.8,1014.6,20.5,27.4,726071.9078071415
20180711,28.4,24.4,32.9,24.7,1007.3,1015.1,21.62,29.5,725721.001074306
20180712,29.0,25.8,32.9,24.4,1005.7,1013.5,24.32,29.2,724937.4042261016
20180713,28.8,26.1,32.5,23.9,1004.6,1012.3,19.03,29.1,726127.9111285182
20180714,28.7,25.4,32.9,23.5,1003.7,1011.5,24.65,30.6,725267.4722655868
20180715,29.4,24.7,34.4,23.7,1004.4,1012.1,29.86,34.4,724689.9020812091
20180716,29.7,25.7,34.3,23.6,1004.6,1012.3,26.1,35.7,726635.919070005
20180717,29.0,25.4,33.5,22.7,1004.3,1012.1,25.84,35.1,723294.0350277405
20180718,29.0,24.8,33.0,23.8,1004.0,1011.8,22.79,34.2,726141.206568678
20180719,29.2,24.8,34.7,23.1,1003.1,1010.8,27.28,35.9,726396.5794568639
20180720,29.9,23.7,35.3,23.9,1001.5,1009.2,25.01,36.4,724562.1006917147
20180721,30.8,25.6,36.3,23.9,1001.0,1008.7,27.66,38.0,726847.0394728327
20180722,30.9,25.6,36.5,24.2,1000.9,1008.6,19.56,35.6,724993.7293221492
20180723,30.8,26.5,35.3,24.0,1001.1,1008.8,24.03,36.4,725787.9514476473
20180724,31.3,26.2,36.3,25.0,999.7,1007.4,22.72,37.5,725540.906136882
20180725,30.6,27.5,34.4,25.0,1000.0,1007.7,21.9,36.4,725430.6077550383
20180726,30.7,26.2,35.5,24.8,999.7,1007.4,23.9,37.8,726313.1238225129
20180727,31.2,26.2,37.3,25.0,999.3,1007.0,28.15,40.1,725555.9233554564
20180728,29.5,26.4,37.3,25.5,998.2,1005.9,22.65,38.6,726301.0833364562
20180729,30.1,25.5,35.4,23.2,995.4,1003.0,24.27,35.9,724489.3617174993
20180730,30.5,26.0,35.8,23.3,996.3,1004.0,23.95,36.0,724732.3393838294
20180731,31.4,25.4,37.2,22.9,996.8,1004.4,29.89,41.0,724649.2553462427
20180801,32.9,26.3,38.9,22.9,995.8,1003.4,29.75,42.1,775724.7910951766
20180802,33.4,27.6,38.6,23.1,997.9,1005.5,29.5,42.7,778092.0787842228
20180803,32.8,27.5,37.8,24.1,999.7,1007.4,22.12,40.4,774799.5438611496
20180804,31.3,28.0,35.7,24.6,1000.5,1008.1,20.93,39.7,775047.1873707706
20180805,30.6,26.8,35.0,25.0,1000.0,1007.7,22.71,39.1,777682.7310829413
20180806,30.8,27.0,35.7,25.5,999.0,1006.7,20.51,38.4,775679.4977463221
20180807,31.5,27.6,36.7,25.6,999.4,1007.0,21.92,39.4,775445.0451090112
20180808,31.2,27.9,36.4,23.9,999.1,1006.7,23.62,39.8,775821.7542110975
20180809,30.4,26.6,35.7,25.0,996.9,1004.6,19.77,38.0,775088.9616476471
20180810,30.9,27.5,36.3,25.1,995.6,1003.2,21.19,39.7,774669.2700320019
20180811,30.0,26.9,34.7,23.4,997.7,1005.3,21.23,37.0,776125.9613187638
20180812,30.1,25.9,35.3,24.3,999.7,1007.4,20.8,38.5,774406.3447247981
20180813,31.2,26.2,38.0,25.3,1002.3,1010.0,21.87,40.3,774842.9886923005
20180814,32.3,27.4,38.1,24.4,1001.9,1009.6,24.43,41.1,775541.5608227932
20180815,32.9,26.8,39.4,22.5,999.0,1006.7,27.69,42.5,776291.4620612204
20180816,30.0,25.8,36.8,22.0,1001.3,1009.0,23.42,39.1,776081.3852411477
20180817,27.0,23.2,32.5,16.5,1004.2,1012.0,27.97,35.4,775265.7706307521
20180818,26.7,20.4,32.5,16.2,1003.0,1010.8,27.7,35.8,775008.8723416864
20180819,28.2,21.4,34.7,18.5,1002.2,1009.9,26.44,37.6,774034.1309236645
20180820,29.4,24.2,35.3,20.8,998.3,1006.0,20.17,35.5,774848.9935028293
20180821,27.7,25.8,30.7,21.6,996.5,1004.2,11.67,31.5,775906.6481217551
20180822,30.8,23.7,38.7,22.7,996.4,1004.0,24.78,37.7,775471.7770651238
20180823,28.8,26.4,32.0,23.6,990.6,998.2,8.14,30.6,776427.6983191705
20180824,25.2,23.7,26.7,23.4,990.0,997.7,6.25,25.9,775305.03580706
20180825,25.1,23.4,27.8,20.9,1002.2,1010.0,11.46,25.5,774914.2105657934
20180826,21.3,20.1,24.4,20.0,1004.5,1012.5,6.33,23.8,776442.7997524727
20180827,23.6,20.4,25.6,23.1,1003.7,1011.6,4.0,23.8,774349.2553342293
20180828,26.1,23.9,29.3,24.7,1004.2,1012.0,8.97,26.4,775822.5737187954
20180829,27.7,23.9,32.2,23.8,1002.5,1010.3,23.05,29.1,777298.3213215851
20180830,25.9,24.4,28.8,24.7,1002.1,1010.0,11.41,27.0,776474.9644930472
20180831,22.2,19.5,25.7,21.1,1003.2,1011.1,9.79,25.2,775890.849497656
20180901,24.4,20.6,29.5,19.9,1003.5,1011.3,22.97,26.1,805525.3432467041
20180902,24.0,19.2,29.0,19.1,1001.7,1009.6,17.34,24.8,806352.9006026199
20180903,24.4,22.6,29.8,22.5,994.2,1002.0,10.93,25.3,806789.8654557329
20180904,23.9,21.0,28.2,20.1,990.4,998.2,22.59,26.3,805470.6510103733
20180905,23.9,19.2,28.6,17.4,996.3,1004.1,24.19,24.7,806053.7616277656
20180906,23.7,20.8,27.0,19.1,998.0,1005.8,12.19,24.0,806575.8947185894
20180907,22.0,18.9,25.7,17.3,998.7,1006.6,14.62,23.1,805744.6863029619
20180908,20.8,14.6,26.7,14.2,1005.6,1013.6,25.04,23.2,807002.1443351755
20180909,21.9,15.8,28.2,15.1,1008.3,1016.3,23.25,24.8,806655.9410809787
20180910,22.1,17.6,27.5,14.6,1012.6,1020.6,21.6,25.4,804761.832171038
20180911,20.7,15.9,24.9,13.6,1013.0,1021.0,18.65,23.4,805920.0586665777
20180912,22.3,15.5,28.0,16.6,1010.0,1018.0,22.46,26.3,805159.8683957616
20180913,21.6,20.3,24.4,18.5,1009.2,1017.1,7.15,23.0,805254.2556641947
20180914,21.9,20.1,23.1,20.2,1007.2,1015.2,5.41,22.4,806307.6963621931
20180915,22.6,21.1,24.2,20.8,1006.6,1014.5,6.03,23.0,805190.3086874523
20180916,22.6,20.8,25.5,20.5,1007.9,1015.8,7.48,23.1,806628.3118078064
20180917,22.7,19.3,27.7,18.0,1009.3,1017.3,21.01,26.0,806133.7381002335
20180918,21.8,16.5,28.1,14.5,1008.9,1016.9,22.75,25.5,805998.3434244619
20180919,21.4,17.1,25.3,16.4,1006.2,1014.2,10.24,23.1,806111.7887133156
20180920,21.0,19.1,22.0,18.4,1002.1,1010.0,4.0,21.5,806838.6203013717
20180921,19.7,18.9,20.8,18.9,1002.0,1010.0,4.81,20.5,804919.5063079054
20180922,20.9,16.3,26.1,16.3,1007.6,1015.5,20.65,23.0,806485.8675109778
20180923,18.9,14.9,25.3,13.5,1008.5,1016.6,16.29,19.9,807077.1786809098
20180924,16.9,13.0,22.7,10.8,1011.2,1019.3,18.86,18.4,806026.1843266076
20180925,17.4,9.9,24.1,11.0,1011.2,1019.4,23.3,19.7,806560.225965374
20180926,18.7,15.4,23.5,12.5,1011.4,1019.4,15.25,20.2,806523.9467550796
20180927,18.6,12.6,24.7,11.5,1010.6,1018.7,22.29,20.7,807073.9562616533
20180928,17.6,13.0,21.0,13.1,1010.5,1018.6,8.93,17.8,805896.3671805555
20180929,20.0,13.7,25.8,14.4,1005.9,1013.9,22.11,22.4,805523.6946031038
20180930,18.6,14.6,24.8,11.3,998.7,1006.7,19.74,21.5,804897.4609610145
20181001,15.5,12.0,19.6,10.5,1001.4,1009.6,14.3,18.0,731853.3061614974
20181002,15.8,10.6,22.1,10.6,1009.8,1018.0,17.78,18.0,733365.9252011966
20181003,16.0,10.1,22.9,11.0,1014.2,1022.4,21.58,19.3,730286.3628287237
20181004,19.1,11.8,25.6,13.1,1015.1,1023.2,19.11,21.4,733169.2392050496
20181005,17.8,16.4,19.7,17.3,1008.7,1016.7,2.45,18.4,731948.900843212
20181006,17.9,17.1,20.5,16.8,997.2,1005.2,5.61,17.9,731764.4928209033
20181007,17.2,12.3,23.2,12.7,1009.2,1017.3,18.18,18.4,732586.5221630286
20181008,13.8,9.0,20.4,8.2,1011.7,1020.0,17.41,15.8,732527.3392796107
20181009,14.8,10.2,19.6,10.4,1008.8,1017.0,10.43,15.2,731381.9062637163
20181010,13.9,8.4,17.6,7.1,1009.8,1018.1,16.24,15.9,733128.4691978111
20181011,10.7,5.8,15.9,4.1,1015.2,1023.6,15.65,12.5,732045.967700639
20181012,10.8,5.2,17.5,4.8,1018.1,1026.5,19.87,13.3,732131.1595399589
20181013,11.7,4.9,19.6,6.6,1017.4,1025.8,19.2,14.2,732824.4424014097
20181014,13.2,6.9,19.7,8.0,1014.8,1023.1,17.7,15.2,731397.0622996069
20181015,14.2,8.1,20.7,10.6,1012.6,1020.9,15.17,15.6,731811.8052467861
20181016,13.0,10.3,17.4,10.3,1009.1,1017.4,8.1,13.7,730971.3930673323
20181017,12.5,7.7,19.6,6.1,1008.4,1016.7,17.76,14.6,733632.0489350506
20181018,11.6,5.5,18.3,7.2,1011.8,1020.1,16.6,14.2,732340.5171367631
20181019,12.2,7.5,18.6,7.2,1017.0,1025.3,18.59,14.3,733680.7915069243
20181020,12.1,5.6,20.7,6.4,1017.7,1026.1,18.01,14.3,730842.8255396306
20181021,12.1,5.4,21.0,5.6,1015.6,1023.9,17.68,14.1,732769.2147229861
20181022,13.4,8.1,21.0,8.1,1012.4,1020.6,13.11,15.7,734115.7723329071
20181023,12.7,8.4,19.6,10.1,1010.2,1018.4,10.39,13.6,733277.8219839244
20181024,12.6,7.6,19.3,8.0,1013.0,1021.4,17.37,14.8,731818.7436341321
20181025,12.8,6.7,21.5,7.4,1012.5,1020.8,15.56,14.3,733991.7114182615
20181026,11.6,10.2,13.4,9.7,1005.5,1013.8,1.41,11.7,732974.9241225909
20181027,10.3,6.1,14.2,3.7,1007.7,1016.1,11.49,11.2,732456.653011868
20181028,9.4,6.0,16.3,7.0,1003.3,1011.6,6.2,9.3,731435.8231626869
20181029,9.1,6.3,14.0,6.0,1006.7,1015.0,7.29,10.1,731668.2479419439
20181030,6.8,1.5,12.8,1.1,1013.8,1022.3,16.86,8.9,732764.9307676088
20181031,8.1,3.8,14.5,2.6,1015.4,1023.9,15.93,10.0,733104.5996145938
20181101,7.7,1.4,15.9,2.0,1018.5,1027.0,15.88,8.9,725379.1629117265
20181102,9.2,1.8,18.5,3.1,1019.9,1028.3,15.94,9.6,723903.8078257103
20181103,10.0,3.0,19.1,3.6,1017.6,1026.0,15.1,9.8,724054.7728407863
20181104,10.2,3.7,18.8,4.4,1014.6,1023.0,14.99,9.9,725257.5535405037
20181105,10.5,4.0,17.8,5.2,1015.3,1023.7,13.12,10.1,723183.1403027971
20181106,11.5,5.2,19.4,6.6,1017.1,1025.4,11.49,11.4,725677.3459846231
20181107,12.6,11.0,14.0,11.4,1016.4,1024.7,2.58,12.1,722891.4888455777
20181108,14.0,12.5,16.5,13.3,1005.8,1014.0,1.04,13.4,723800.622643157
20181109,11.6,7.9,14.9,8.2,1010.8,1019.1,5.37,11.5,723131.0682408755
20181110,11.1,6.3,17.4,8.4,1016.4,1024.8,9.82,10.0,723638.3545344622
20181111,9.5,6.7,11.6,8.0,1014.1,1022.5,3.38,9.7,722659.22837817
20181112,8.8,4.6,14.7,2.3,1011.6,1020.1,13.92,9.4,723811.0812722694
20181113,8.3,3.0,15.5,3.7,1011.8,1020.2,11.77,8.7,724566.2801034023
20181114,9.0,3.3,16.8,4.3,1015.1,1023.5,13.69,10.0,724528.4229773742
20181115,9.1,3.3,16.6,4.8,1016.6,1025.0,11.45,9.7,724689.5912350736
20181116,9.7,6.2,14.2,5.4,1013.9,1022.3,6.39,9.8,724836.3453163537
20181117,6.8,2.2,13.0,-1.2,1015.2,1023.7,13.4,7.9,723895.2376552791
20181118,5.5,0.8,11.3,-0.5,1013.8,1022.4,6.9,6.4,723006.6772016877
20181119,8.6,2.8,14.7,1.6,1014.6,1023.0,12.78,9.8,725826.7100698851
20181120,6.2,0.5,14.0,-4.5,1017.4,1026.0,12.88,6.0,722333.0627741963
20181121,4.6,1.8,11.1,0.2,1016.1,1024.7,4.65,4.5,722629.3971897402
20181122,3.8,-0.9,9.3,-4.1,1018.0,1026.7,13.43,4.0,721456.7425348427
20181123,2.4,-2.3,8.2,-7.1,1020.5,1029.2,12.28,2.4,722540.2080566706
20181124,3.9,0.0,6.7,1.5,1015.9,1024.5,3.11,4.5,723816.2391707456
20181125,6.9,3.7,11.4,4.0,1016.5,1025.0,7.9,7.6,723219.3436455274
20181126,6.1,1.2,14.4,3.0,1016.7,1025.2,10.48,6.5,724094.5799348834
